chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	1499548	1499550	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3316	25.75	25.25
chr1	1499550	1499561	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.03:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3317	25.5	25.25
chr1	1499561	1499563	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.03:0	0:0:0:0	0:0:0.03:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0078	EM	EM	3318	23.75	24.25
chr1	1499563	1499565	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.03:0	0:0:0:0	0:0:0.03:0	0:0.04:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0078	EM	EM	3319	23.75	23.5
chr1	1499565	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0.03:0	0:0.04:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0031	EM	EM	3320	23.75	22.25
chr1	1499919	1499922	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.03:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0077	EM	EM	3321	33.75	44.75
chr1	1499922	1499930	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3322	33	44.5
chr1	1499930	1499934	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3323	33	44.5
chr1	1499934	1499937	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3324	33	44.5
chr1	1499937	1499943	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3325	33	44.5
chr1	1499943	1499945	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3326	33	44.5
chr1	1499945	1499948	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3327	32.5	44
chr1	1499948	1499957	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3328	32.5	43.5
chr1	1499957	1499973	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0.02:0:0	0:0:0.01:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3329	31.75	42.75
chr1	1499973	1499978	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0.02:0:0	0:0:0.01:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0048	EM	EM	3330	58	48
chr1	1499978	1499980	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3331	58.25	48
chr1	1499980	1499984	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0032	EM	EM	3332	58.25	48
chr1	1499984	1499989	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.02	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3333	58.25	48
chr1	1499989	1500005	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.02	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0061	EM	EM	3334	58.25	48
chr1	1500005	1500009	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3335	49.75	42.25
chr1	1500009	1500011	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3336	36.75	31.5
chr1	1500011	1500020	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3337	41.25	32.75
chr1	1500020	1500093	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.02:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3338	29.5	26.5
chr1	1500093	1500101	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.02:0:0:0	0:0:0:0	0:0:0.01:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.004	EM	EM	3339	59	66.75
chr1	1500101	1500106	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.01:0	0:0:0:0	0:0.01:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0028	EM	EM	3340	59.25	66.5
chr1	1500106	1500109	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.01:0:0	0:0.02:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0029	EM	EM	3341	59	66.5
chr1	1500109	1500116	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.02:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.006	EM	EM	3342	59	66.5
chr1	1500116	1500119	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3343	59	66.5
chr1	1500119	1500122	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3344	57	64.5
chr1	1500122	1500141	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3345	42.75	52
chr1	1500141	1500146	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0.03:0.01:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3346	34.75	44.25
chr1	1500146	1500149	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0.03:0.01:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0106	EM	EM	3347	96.5	78
chr1	1500149	1500161	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3348	96.5	78
chr1	1500161	1500163	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3349	96.75	78.25
chr1	1500163	1500166	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3350	96.75	78.25
chr1	1500166	1500169	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3351	96.75	78.25
chr1	1500169	1500173	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.01:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3352	96.75	78.25
chr1	1500173	1500186	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.01:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0035	EM	EM	3353	95.75	77.75
chr1	1500186	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	3354	93.25	76.5
chr1	1500389	1500409	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.04	0:0.02:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0048	EM	EM	3355	19	33
chr1	1500409	1500423	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3356	19	33
chr1	1500423	1500429	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3357	18.5	32.75
chr1	1500429	1500434	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	3358	18.25	32.75
chr1	1500434	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	3359	17	31.25
chr1	1507325	1507332	0.3082	1:1:0:1	1:1:0.5:0.5	1:1:0:0.5	1:1:1:0.5	1:1:0:1	1:1:0.67:0.5	0.88:0.8:0:0.67	0.75:1:1:0.5	1:1:1:1	1:1:0.63:1	1:1:1:0.7	0.97:1:1:1	-0.0417	EM	EM	3360	5	2.75
chr1	1507332	NA	0.4286	1:1:0:0.5	1:1:1:0.5	NA	NA	0.88:0.8:0:0.67	0.75:1:1:0.5	NA	NA	1:1:1:0.7	0.97:1:1:1	NA	NA	-0.2271	EM	EM	3361	5	2.75
chr1	1509770	1509817	0.2	1:1:0.5:0.5	1:1:1:1	1:1:0.5:1	1:1:1:1	0.95:0.71:0.69:0.64	0.93:0.85:0.79:0.89	1:1:0.6:1	1:1:1:0.71	1:1:0.8:0.73	1:1:1:0.93	1:1:0.8:0.9	1:1:1:0.77	-0.1162	EM	EM	3362	17.25	17
chr1	1509817	NA	0.4286	1:1:0.5:1	1:1:1:1	NA	NA	1:1:0.6:1	1:1:1:0.71	NA	NA	1:1:0.8:0.9	1:1:1:0.77	NA	NA	-0.0286	EM	EM	3363	15.25	14
chr1	1511807	NA	0.4286	1:0:1:0.5	0.5:0.5:1:0	NA	NA	1:0.08:1:0.5	0.44:0.41:0.65:0	NA	NA	1:0.87:1:1	1:1:0.8:1	NA	NA	0.2694	EM	EM	3364	20.5	14.25
chr1	1512259	1512288	0.6084	1:1:1:0.5	0.5:1:1:1	1:0.5:0.5:0.5	0.5:1:1:1	1:0.9:0.83:0.5	0.22:1:0.82:1	0.88:0.3:0.67:0.12	0.67:1:0.82:0.83	1:0.93:0.97:1	0.97:1:1:1	1:1:0.57:0.53	0.8:1:1:1	0.0482	EM	EM	3365	8	8.75
chr1	1512288	NA	1	1:0.5:0.5:0.5	0.5:1:1:1	NA	NA	0.88:0.3:0.67:0.12	0.67:1:0.82:0.83	NA	NA	1:1:0.57:0.53	0.8:1:1:1	NA	NA	-0.3379	EM	EM	3366	8	8.75
chr1	1512613	1512622	0.4667	1:1:0:1	1:1:1:1	1:1:0:1	1:1:1:1	1:1:0.12:0.77	1:0.86:0.96:1	1:0.83:0.12:0.82	1:0.86:0.89:1	1:1:1:0.9	1:1:1:1	1:1:1:1	1:1:1:1	-0.2306	EM	EM	3367	16	11.25
chr1	1512622	NA	1	1:1:0:1	1:1:1:1	NA	NA	1:0.83:0.12:0.82	1:0.86:0.89:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.2424	EM	EM	3368	16	11.25
chr1	1519674	1519679	1	1:1:1:1	1:1:1:1	1:1:1:0.5	1:1:0.5:0.5	0.96:0.63:0.88:0.81	0.93:0.89:0.78:0.86	0.96:0.85:0.82:0.69	0.97:0.93:0.64:0.42	1:0.57:1:0.87	1:1:0.9:1	1:0.83:1:0.53	1:1:0.67:1	-0.0453	EM	EM	3369	31.75	37.75
chr1	1519679	1519681	1	1:1:1:0.5	1:1:0.5:0.5	1:1:1:0.5	1:1:1:0.5	0.96:0.85:0.82:0.69	0.97:0.93:0.64:0.42	1:0.7:0.88:0.67	0.87:0.93:0.84:0.58	1:0.83:1:0.53	1:1:0.67:1	1:0.6:1:0.87	1:1:0.53:1	0.0933	EM	EM	3370	31.75	37.75
chr1	1519681	1519696	1	1:1:1:0.5	1:1:1:0.5	1:0:0.5:0.5	1:1:0.5:0	1:0.7:0.88:0.67	0.87:0.93:0.84:0.58	0.96:0.11:0.45:0.23	0.9:0.78:0.21:0.11	1:0.6:1:0.87	1:1:0.53:1	1:0.77:0.97:0.87	1:1:0.77:0.57	0.0071	EM	EM	3371	31.75	37.75
chr1	1519696	NA	1	1:0:0.5:0.5	1:1:0.5:0	NA	NA	0.96:0.11:0.45:0.23	0.9:0.78:0.21:0.11	NA	NA	1:0.77:0.97:0.87	1:1:0.77:0.57	NA	NA	-0.0607	EM	EM	3372	32.25	37.75
chr1	1523307	1523310	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:0.94:1	0.88:0.81:0.99:1	0.93:0.79:0.77:0.76	0.88:0.88:0.91:0.96	1:0.97:1:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.0548	EM	EM	3373	37.75	35
chr1	1523310	1523315	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.93:0.79:0.77:0.76	0.88:0.88:0.91:0.96	1:1:0.98:0.98	1:0.69:0.96:0.75	1:0.93:1:1	1:1:1:1	1:1:1:1	1:0.93:1:0.8	-0.0928	EM	EM	3374	38	35
chr1	1523315	1523327	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.5	1:1:0.98:0.98	1:0.69:0.96:0.75	1:0.97:0.98:0.98	0.93:0.81:0.86:0.62	1:1:1:1	1:0.93:1:0.8	1:1:1:1	1:1:1:0.83	0.1394	EM	EM	3375	38	35.25
chr1	1523327	NA	1	1:1:1:1	1:1:1:0.5	NA	NA	1:0.97:0.98:0.98	0.93:0.81:0.86:0.62	NA	NA	1:1:1:1	1:1:1:0.83	NA	NA	0.173	EM	EM	3376	38	35.75
chr1	1523545	1523587	1	1:1:0.5:1	1:1:1:0	1:1:1:1	1:1:1:1	0.92:0.98:0.52:1	0.94:0.76:0.76:0	1:0.93:1:0.91	1:0.94:0.96:0.8	1:1:0.83:1	1:1:1:0.9	1:1:1:1	1:1:1:1	0.242	EM	EM	3377	36	35.25
chr1	1523587	1523606	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.93:1:0.91	1:0.94:0.96:0.8	0.96:1:0.94:1	0.97:0.83:0.92:0.93	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0347	EM	EM	3378	18.75	17.5
chr1	1523606	1523620	1	1:1:1:1	1:1:1:1	1:1:1:0	1:1:1:1	0.96:1:0.94:1	0.97:0.83:0.92:0.93	1:1:1:0	0.97:0.96:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0609	EM	EM	3379	23.5	25
chr1	1523620	NA	1	1:1:1:0	1:1:1:1	NA	NA	1:1:1:0	0.97:0.96:1:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.233	EM	EM	3380	23.5	25
chr1	1523741	1523781	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.86:1:1:0.88	0.91:1:1:1	1:0.8:1:1	1:0.88:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	-0.0443	EM	EM	3381	10	5.5
chr1	1523781	1523866	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.8:1:1	1:0.88:1:1	0.97:1:0.96:1	0.87:0.98:0.94:0.82	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0188	EM	EM	3382	8.75	4.5
chr1	1523866	1523892	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:0.96:1	0.87:0.98:0.94:0.82	0.94:0.97:0.96:1	0.96:0.98:1:0.82	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0807	EM	EM	3383	36.5	38.25
chr1	1523892	1523917	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:0.97:0.96:1	0.96:0.98:1:0.82	1:1:0.86:0.85	0.96:1:0.84:0.67	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.7	0.0285	EM	EM	3384	36.25	38.5
chr1	1523917	1523938	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.86:0.85	0.96:1:0.84:0.67	0.95:1:0.91:0.9	1:0.91:1:0.67	1:1:1:1	1:1:1:0.7	1:1:1:1	1:1:1:0.7	0.0614	EM	EM	3385	17.25	16.25
chr1	1523938	1523948	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95:1:0.91:0.9	1:0.91:1:0.67	0.91:0.8:1:1	1:1:0.96:1	1:1:1:1	1:1:1:0.7	1:0.97:1:1	1:1:1:1	0.047	EM	EM	3386	17.25	16
chr1	1523948	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.91:0.8:1:1	1:1:0.96:1	NA	NA	1:0.97:1:1	1:1:1:1	NA	NA	-0.0623	EM	EM	3387	17	15.75
chr1	1524255	1524299	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.89:1:1	1:1:0.94:1	0.96:1:0.92:0.96	0.97:1:0.87:0.75	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0117	EM	EM	3388	24.75	26.5
chr1	1524299	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.96:1:0.92:0.96	0.97:1:0.87:0.75	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.063	EM	EM	3389	24.75	26.5
chr1	1524451	1524466	1	1:1:1:1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:0.89:0.71	1:1:1:1	1:1:0.67:1	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:0.77:1	1:1:1:1	-0.0992	EM	EM	3390	4.5	3.25
chr1	1524466	1524468	0.4667	1:1:0.5:1	1:1:1:1	1:1:0.5:1	1:1:1:1	1:1:0.67:1	1:1:1:1	1:1:0.56:1	0.75:0.67:0.75:1	1:1:0.77:1	1:1:1:1	1:1:1:1	1:0.83:0.7:1	-0.0833	EM	EM	3391	4.25	3.5
chr1	1524468	NA	1	1:1:0.5:1	1:1:1:1	NA	NA	1:1:0.56:1	0.75:0.67:0.75:1	NA	NA	1:1:1:1	1:0.83:0.7:1	NA	NA	0.0972	EM	EM	3392	4.25	3.5
chr1	1524614	1524618	1	1:1:0.5:1	1:1:0.5:1	1:1:1:1	1:1:0.5:1	0.99:0.72:0.66:0.93	0.95:0.74:0.63:0.88	0.96:0.98:0.92:0.98	0.95:0.98:0.62:0.94	1:1:0.83:1	1:0.9:0.87:1	1:1:0.9:1	1:1:1:1	0.0271	EM	EM	3393	72.75	62
chr1	1524618	1524631	1	1:1:1:1	1:1:0.5:1	1:1:0.5:1	1:1:0.5:1	0.96:0.98:0.92:0.98	0.95:0.98:0.62:0.94	0.97:0.72:0.66:0.98	0.92:0.94:0.42:0.98	1:1:0.9:1	1:1:1:1	1:0.67:0.53:1	1:1:1:1	0.0868	EM	EM	3394	73	62.25
chr1	1524631	NA	1	1:1:0.5:1	1:1:0.5:1	NA	NA	0.97:0.72:0.66:0.98	0.92:0.94:0.42:0.98	NA	NA	1:0.67:0.53:1	1:1:1:1	NA	NA	0.0194	EM	EM	3395	73	62.25
chr1	1524968	1524978	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0.17:0.02:0	0:0.01:0.01:0.95	0:0.11:0.02:0	0:0:0:0.85	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.195	EM	EM	3396	100.25	97.25
chr1	1524978	1524994	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0.11:0.02:0	0:0:0:0.85	0:0.25:0.06:0	0:0:0:0.86	1:1:1:1	1:1:1:1	1:0.87:1:1	1:1:1:1	-0.1792	EM	EM	3397	100.75	97.25
chr1	1524994	1524999	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0.25:0.06:0	0:0:0:0.86	0:0.29:0.01:0	0:0:0:0.86	1:0.87:1:1	1:1:1:1	1:0.57:1:1	1:1:1:1	-0.1376	EM	EM	3398	99.25	92.25
chr1	1524999	1525005	0.5692	0:0:0:0	0:0:0:1	0:1:0.5:0.5	0:0:0:1	0:0.29:0.01:0	0:0:0:0.86	0.12:0.93:0.65:0.5	0:0.25:0:1	1:0.57:1:1	1:1:1:1	1:0.93:0.93:0.73	1:1:1:1	-0.1404	EM	EM	3399	69	58.75
chr1	1525005	1525058	0.5692	0:1:0.5:0.5	0:0:0:1	0:0:0:0	0:0:0:1	0.12:0.93:0.65:0.5	0:0.25:0:1	0:0:0:0	0:0:0:1	1:0.93:0.93:0.73	1:1:1:1	1:0.97:1:1	1:1:1:1	0.2405	EM	EM	3400	12.75	7.75
chr1	1525058	1525071	0.7128	0:0:0:0	0:0:0:1	0:0.5:0:0	0.5:0:0:1	0:0:0:0	0:0:0:1	0.25:0.67:0.12:0	0.5:0:0:0.91	1:0.97:1:1	1:1:1:1	1:0.97:1:1	0.9:1:1:1	-0.25	EM	EM	3401	4.25	8
chr1	1525071	1525078	0.5692	0:0.5:0:0	0.5:0:0:1	0:0.5:0:0	0:0:0:1	0.25:0.67:0.12:0	0.5:0:0:0.91	0:0.33:0:0	0:0:0:0.96	1:0.97:1:1	0.9:1:1:1	1:0.93:1:1	1:1:1:1	-0.0928	EM	EM	3402	4.25	8
chr1	1525078	1525080	0.4667	0:0.5:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0.33:0:0	0:0:0:0.96	0:0:0:0	0:0:0:1	1:0.93:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1558	EM	EM	3403	4.25	8
chr1	1525080	1525082	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.25	EM	EM	3404	4.25	8
chr1	1525082	NA	1	0:0:0:0	0:0:0:1	NA	NA	0:0:0:0	0:0:0:0.95	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.2381	EM	EM	3405	4	7.25
chr1	1525341	1525344	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.9	0:0:0.03:0	0:0:0:0.6	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.53	-0.225	EM	EM	3406	34.5	33.75
chr1	1525344	1525346	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:1	0:0:0.03:0	0:0:0:0.6	0:0:0:0	0:0:0:0.8	1:1:1:1	1:1:1:0.53	1:1:1:1	1:1:1:0.83	-0.1419	EM	EM	3407	34.75	34.25
chr1	1525346	1525349	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:0.8	0:0.03:0:0	0:0:0:0.8	1:1:1:1	1:1:1:0.83	1:1:1:1	1:1:1:0.77	-0.2	EM	EM	3408	34.75	34.25
chr1	1525349	1525351	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:0.5	0:0.03:0:0	0:0:0:0.8	0:0.03:0:0	0:0:0:0.45	1:1:1:1	1:1:1:0.77	1:1:1:1	1:1:1:0.97	-0.1936	EM	EM	3409	34.75	34.25
chr1	1525351	1525358	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:1	0:0.03:0:0	0:0:0:0.45	0:0:0:0	0:0:0:0.95	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:0.9	-0.1061	EM	EM	3410	34.75	34.25
chr1	1525358	1525361	0.4667	0:0:0:0	0:0:0:1	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.95	0:0:0:0	0:0:0.02:0.65	1:1:1:1	1:1:1:0.9	1:1:1:1	1:1:1:0.87	-0.2375	EM	EM	3411	34.75	34.25
chr1	1525361	1525364	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0.02:0.65	0:0:0:0	0.03:0:0:0.65	1:1:1:1	1:1:1:0.87	1:1:1:1	1:1:1:0.93	-0.1677	EM	EM	3412	34.75	34.25
chr1	1525364	1525368	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.5	0:0:0:0	0.03:0:0:0.65	0:0:0:0	0:0.03:0:0.44	1:1:1:1	1:1:1:0.93	1:1:1:1	1:1:1:1	-0.1696	EM	EM	3413	34.75	34.25
chr1	1525368	1525373	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0.03:0:0.44	0:0:0:0	0:0:0:0.35	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1184	EM	EM	3414	34.75	33
chr1	1525373	1525378	0.4667	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.5	0:0:0:0	0:0:0:0.35	0:0.03:0:0	0:0:0:0.18	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.87	-0.0882	EM	EM	3415	34.25	32.25
